fid,departure_c,departure,destination_c,destination,take_off_time,landing_time,duration,total_seats,available_seats,sell_status,price
CZ8755,SHA,Shanghai,KMG,Kunming,1667979300,1667993400,235,162,9,SELLING,1278
CZ4909,SHA,Shanghai,KMG,Kunming,1667995800,1668010200,240,240,9,SELLING,2965
CZ9444,SHA,Shanghai,KMG,Kunming,1667997900,1668011700,230,180,9,SELLING,1808
CZ3677,SHA,Shanghai,KMG,Kunming,1667949900,1667963700,230,162,9,SELLING,1278
8L9890,SHA,Shanghai,KMG,Kunming,1667968200,1667981400,220,180,9,SELLING,519
MU5806,SHA,Shanghai,KMG,Kunming,1667978400,1667991300,215,140,9,SELLING,1126
MU5816,SHA,Shanghai,KMG,Kunming,1667988000,1668001800,230,189,9,SELLING,707
MU5804,SHA,Shanghai,KMG,Kunming,1667970300,1667983200,215,189,9,SELLING,1126
MU5814,SHA,Shanghai,KMG,Kunming,1667950500,1667963100,210,180,9,SELLING,752
MU8578,SHA,Shanghai,KMG,Kunming,1667953500,1667965800,205,148,9,SELLING,1040
MU5802,SHA,Shanghai,KMG,Kunming,1667967000,1667979900,215,189,9,SELLING,1170
MU5812,SHA,Shanghai,KMG,Kunming,1667995800,1668009900,235,149,9,SELLING,840
MU8433,SHA,Shanghai,KMG,Kunming,1667956500,1667969100,210,100,9,SELLING,991
MU5810,SHA,Shanghai,KMG,Kunming,1667985300,1667997900,210,140,9,SELLING,986
MU5281,SHA,Shanghai,KMG,Kunming,1667980500,1667999100,310,180,9,SELLING,840
MU5189,SHA,Shanghai,KMG,Kunming,1667957100,1667976000,315,189,9,SELLING,802
MU5505,SHA,Shanghai,KMG,Kunming,1667955900,1667978100,370,189,9,SELLING,802
MU5808,SHA,Shanghai,KMG,Kunming,1667981700,1667995800,235,149,9,SELLING,986
MU5776,SHA,Shanghai,KMG,Kunming,1667980200,1667999400,320,149,9,SELLING,802
MU9702,SHA,Shanghai,KMG,Kunming,1667965500,1667978400,215,140,9,SELLING,720
MU9712,SHA,Shanghai,KMG,Kunming,1667999700,1668014100,240,189,9,SELLING,613
MU9744,SHA,Shanghai,KMG,Kunming,1667956200,1667969400,220,189,9,SELLING,802
MU5437,SHA,Shanghai,KMG,Kunming,1667951100,1667973900,380,134,9,SELLING,840
MU5219,SHA,Shanghai,KMG,Kunming,1667975700,1667989200,225,189,9,SELLING,685
MU9728,SHA,Shanghai,KMG,Kunming,1667991300,1668005400,235,180,9,SELLING,840
HO5526,SHA,Shanghai,KMG,Kunming,1667955900,1667978100,370,189,9,SELLING,2176
HO1099,SHA,Shanghai,KMG,Kunming,1667976300,1667991000,245,240,9,SELLING,634
HO1121,SHA,Shanghai,KMG,Kunming,1667952300,1667965200,215,240,5,SELLING,645
HO5528,SHA,Shanghai,KMG,Kunming,1667951100,1667973900,380,134,9,SELLING,2176
HO5533,SHA,Shanghai,KMG,Kunming,1667995800,1668009900,235,149,9,SELLING,1970
HO1093,SHA,Shanghai,KMG,Kunming,1667967000,1667985600,310,220,3,SELLING,532
HO5535,SHA,Shanghai,KMG,Kunming,1667981700,1667995800,235,149,9,SELLING,2176
HO1019,SHA,Shanghai,KMG,Kunming,1667963100,1667976600,225,240,9,SELLING,634
HO1017,SHA,Shanghai,KMG,Kunming,1667995800,1668010200,240,240,9,SELLING,613
HO5531,SHA,Shanghai,KMG,Kunming,1667967000,1667979900,215,189,9,SELLING,2543
9C8829,SHA,Shanghai,KMG,Kunming,1667969100,1667987400,305,186,4,SELLING,523
9C8953,SHA,Shanghai,KMG,Kunming,1667952600,1667965200,210,186,4,SELLING,673
CZ2188,SHA,Shanghai,TAO,Qingdao,1668006300,1668012000,95,179,9,SELLING,888
CZ6226,SHA,Shanghai,TAO,Qingdao,1667996100,1668001500,90,180,9,SELLING,802
CZ4991,SHA,Shanghai,TAO,Qingdao,1667949000,1667954400,90,195,9,SELLING,1245
HO5446,SHA,Shanghai,TAO,Qingdao,1667963700,1667969100,90,180,9,SELLING,1180
HO5440,SHA,Shanghai,TAO,Qingdao,1667957400,1667963400,100,189,9,SELLING,1180
HO5452,SHA,Shanghai,TAO,Qingdao,1667987700,1667993700,100,244,9,SELLING,1386
HO1075,SHA,Shanghai,TAO,Qingdao,1667970900,1667976600,95,240,9,SELLING,524
HO1195,SHA,Shanghai,TAO,Qingdao,1667949000,1667954400,90,195,9,SELLING,416
HO5444,SHA,Shanghai,TAO,Qingdao,1668003900,1668010200,105,180,9,SELLING,1072
MU8579,SHA,Shanghai,TAO,Qingdao,1667947800,1667953500,95,148,10,SELLING,746
MU8366,SHA,Shanghai,TAO,Qingdao,1667952900,1667958600,95,100,9,SELLING,1084
MU5680,SHA,Shanghai,TAO,Qingdao,1667957400,1667963400,100,189,9,SELLING,970
MU5563,SHA,Shanghai,TAO,Qingdao,1667984700,1667990100,90,189,9,SELLING,885
MU5521,SHA,Shanghai,TAO,Qingdao,1668003900,1668010200,105,180,9,SELLING,488
MU5599,SHA,Shanghai,TAO,Qingdao,1668000600,1668006600,100,180,9,SELLING,845
MU5589,SHA,Shanghai,TAO,Qingdao,1667963700,1667969100,90,180,9,SELLING,970
MU5523,SHA,Shanghai,TAO,Qingdao,1667995500,1668001500,100,244,9,SELLING,1065
MU5513,SHA,Shanghai,TAO,Qingdao,1667960700,1667967300,110,189,9,SELLING,1398
MU5515,SHA,Shanghai,TAO,Qingdao,1667975700,1667981400,95,244,9,SELLING,1148
MU5517,SHA,Shanghai,TAO,Qingdao,1667987700,1667993700,100,244,9,SELLING,1065
MU5529,SHA,Shanghai,TAO,Qingdao,1667955300,1667961600,105,244,9,SELLING,1398
MU5519,SHA,Shanghai,TAO,Qingdao,1667999700,1668005700,100,244,9,SELLING,845
SC4602,SHA,Shanghai,TAO,Qingdao,1667963400,1667968800,90,189,10,SELLING,964
SC4664,SHA,Shanghai,TAO,Qingdao,1667974800,1667981100,105,189,10,SELLING,1159
SC4604,SHA,Shanghai,TAO,Qingdao,1668006600,1668012300,95,189,10,SELLING,964
SC4662,SHA,Shanghai,TAO,Qingdao,1667960100,1667966700,110,189,10,SELLING,1159
SC4660,SHA,Shanghai,TAO,Qingdao,1667989200,1667995800,110,189,10,SELLING,1159
SC4670,SHA,Shanghai,TAO,Qingdao,1667982000,1667988300,105,189,10,SELLING,1159
SC4668,SHA,Shanghai,TAO,Qingdao,1667993700,1667999400,95,189,10,SELLING,1159
CA4742,SHA,Shanghai,TAO,Qingdao,1667974800,1667981100,105,189,9,SELLING,1180
CA4744,SHA,Shanghai,TAO,Qingdao,1667993700,1667999400,95,189,9,SELLING,1180
CA4740,SHA,Shanghai,TAO,Qingdao,1667960100,1667966700,110,189,9,SELLING,1180
CA4730,SHA,Shanghai,TAO,Qingdao,1668006600,1668012300,95,189,9,SELLING,1083
CA4728,SHA,Shanghai,TAO,Qingdao,1667963400,1667968800,90,189,9,SELLING,1083
CA4746,SHA,Shanghai,TAO,Qingdao,1667982000,1667988300,105,189,9,SELLING,1180
CA4738,SHA,Shanghai,TAO,Qingdao,1667989200,1667995800,110,189,9,SELLING,1180
ZH5065,SHA,Shanghai,TAO,Qingdao,1667949000,1667954400,90,195,9,SELLING,878
QW9778,SHA,Shanghai,TAO,Qingdao,1668006300,1668012000,95,179,9,SELLING,445
FM9233,SHA,Shanghai,TAO,Qingdao,1667952900,1667958600,95,100,9,SELLING,1065
FM9229,SHA,Shanghai,TAO,Qingdao,1667947800,1667953500,95,148,9,SELLING,586
FM9363,SHA,Shanghai,WUH,Wuhan,1667989800,1667997000,120,189,9,SELLING,814
FM9347,SHA,Shanghai,WUH,Wuhan,1667957100,1667964300,120,244,9,SELLING,1808
CZ3824,SHA,Shanghai,WUH,Wuhan,1667962800,1667969700,115,189,9,SELLING,888
CZ3580,SHA,Shanghai,WUH,Wuhan,1667988900,1667996100,120,164,9,SELLING,888
CZ3544,SHA,Shanghai,WUH,Wuhan,1668003300,1668010200,115,188,9,SELLING,888
CZ8761,SHA,Shanghai,WUH,Wuhan,1667968200,1667975400,120,162,9,SELLING,888
MU2524,SHA,Shanghai,WUH,Wuhan,1667983500,1667990400,115,149,9,SELLING,435
MU2514,SHA,Shanghai,WUH,Wuhan,1667999700,1668006900,120,149,9,SELLING,831
MU2469,SHA,Shanghai,WUH,Wuhan,1667969400,1667976900,125,149,9,SELLING,831
MU2522,SHA,Shanghai,WUH,Wuhan,1667981100,1667988600,125,149,9,SELLING,831
MU2512,SHA,Shanghai,WUH,Wuhan,1667992800,1668000300,125,100,9,SELLING,358
MU2534,SHA,Shanghai,WUH,Wuhan,1667989200,1667996700,125,100,9,SELLING,358
MU8423,SHA,Shanghai,WUH,Wuhan,1667989800,1667997000,120,189,9,SELLING,847
MU2506,SHA,Shanghai,WUH,Wuhan,1667963400,1667970600,120,149,9,SELLING,831
MU2508,SHA,Shanghai,WUH,Wuhan,1667971500,1667978700,120,149,9,SELLING,831
MU2510,SHA,Shanghai,WUH,Wuhan,1667949300,1667957100,130,149,9,SELLING,831
HO1073,SHA,Shanghai,WUH,Wuhan,1667952600,1667959800,120,179,3,SELLING,485
HO5540,SHA,Shanghai,WUH,Wuhan,1667949300,1667957100,130,149,9,SELLING,1462
HO5542,SHA,Shanghai,WUH,Wuhan,1667969400,1667976900,125,149,9,SELLING,1462
HO5539,SHA,Shanghai,WUH,Wuhan,1667971500,1667978700,120,149,9,SELLING,1462
CA8266,SHA,Shanghai,WUH,Wuhan,1667998200,1668006000,130,180,9,SELLING,629
MU8559,SHA,Shanghai,XMN,Amoy,1667948100,1667954700,110,140,10,SELLING,640
MU5665,SHA,Shanghai,XMN,Amoy,1667963100,1667970000,115,189,9,SELLING,1119
MU5663,SHA,Shanghai,XMN,Amoy,1667955300,1667962200,115,244,9,SELLING,1299
MU5245,SHA,Shanghai,XMN,Amoy,1668003300,1668011100,130,189,9,SELLING,522
MU5647,SHA,Shanghai,XMN,Amoy,1667968800,1667975700,115,100,5,SELLING,739
MU5239,SHA,Shanghai,XMN,Amoy,1667998200,1668006600,140,189,9,SELLING,533
MU8397,SHA,Shanghai,XMN,Amoy,1667974800,1667982300,125,189,10,SELLING,640
CZ4436,SHA,Shanghai,XMN,Amoy,1667949900,1667956500,110,189,9,SELLING,1570
CZ4440,SHA,Shanghai,XMN,Amoy,1667981100,1667987700,110,189,9,SELLING,1570
CZ4484,SHA,Shanghai,XMN,Amoy,1667973000,1667980200,120,189,9,SELLING,1570
CZ4462,SHA,Shanghai,XMN,Amoy,1668002100,1668008700,110,189,9,SELLING,1570
CZ4428,SHA,Shanghai,XMN,Amoy,1667988300,1667995800,125,189,9,SELLING,1570
GJ5728,SHA,Shanghai,XMN,Amoy,1667988300,1667995800,125,189,9,SELLING,1267
GJ5740,SHA,Shanghai,XMN,Amoy,1667981100,1667987700,110,189,9,SELLING,1267
GJ5762,SHA,Shanghai,XMN,Amoy,1668002100,1668008700,110,189,9,SELLING,1267
GJ5784,SHA,Shanghai,XMN,Amoy,1667973000,1667980200,120,189,9,SELLING,1267
GJ5736,SHA,Shanghai,XMN,Amoy,1667949900,1667956500,110,189,9,SELLING,1267
FM9535,SHA,Shanghai,XMN,Amoy,1667951700,1667958900,120,100,9,SELLING,874
FM9373,SHA,Shanghai,XMN,Amoy,1667977500,1667984100,110,189,7,SELLING,719
FM9263,SHA,Shanghai,XMN,Amoy,1667948100,1667954700,110,140,9,SELLING,513
FM9149,SHA,Shanghai,XMN,Amoy,1667974800,1667982300,125,189,9,SELLING,631
FM9116,SHA,Shanghai,XMN,Amoy,1667984700,1667991600,115,149,9,SELLING,719
CA4662,SHA,Shanghai,XMN,Amoy,1668005700,1668013800,135,189,9,SELLING,1062
CA4660,SHA,Shanghai,XMN,Amoy,1667961900,1667968500,110,189,9,SELLING,1062
HO1197,SHA,Shanghai,XMN,Amoy,1667991600,1667998800,120,240,9,SELLING,476
HO1107,SHA,Shanghai,XMN,Amoy,1667967000,1667973600,110,240,3,SELLING,681
HO1105,SHA,Shanghai,XMN,Amoy,1667947800,1667954700,115,240,9,SELLING,395
SC2168,SHA,Shanghai,XMN,Amoy,1668005700,1668013800,135,189,9,SELLING,542
SC2166,SHA,Shanghai,XMN,Amoy,1667961900,1667968500,110,189,9,SELLING,705
MF8518,SHA,Shanghai,XMN,Amoy,1667949900,1667956500,110,189,6,SELLING,553
MF8512,SHA,Shanghai,XMN,Amoy,1667966700,1667973300,110,189,6,SELLING,748
MF8502,SHA,Shanghai,XMN,Amoy,1667959500,1667966100,110,189,6,SELLING,748
MF8546,SHA,Shanghai,XMN,Amoy,1668002100,1668008700,110,189,6,SELLING,618
MF8568,SHA,Shanghai,XMN,Amoy,1667973000,1667980200,120,189,6,SELLING,748
MF8510,SHA,Shanghai,XMN,Amoy,1667988300,1667995800,125,189,6,SELLING,748
MF8522,SHA,Shanghai,XMN,Amoy,1667981100,1667987700,110,189,6,SELLING,748
9C8837,SHA,Shanghai,XMN,Amoy,1667966100,1667973600,125,186,4,SELLING,513
9C8815,SHA,Shanghai,XMN,Amoy,1667948700,1667955900,120,186,5,SELLING,399
9C8863,SHA,Shanghai,XMN,Amoy,1667992200,1667998800,110,186,2,SELLING,575
9C8807,SHA,Shanghai,XMN,Amoy,1667973900,1667980500,110,186,4,SELLING,513
CA1570,TAO,Qingdao,BJS,Beijing,1667963100,1667968800,95,240,9,SELLING,1375
CA1572,TAO,Qingdao,BJS,Beijing,1667997600,1668003600,100,189,9,SELLING,899
CA4733,TAO,Qingdao,BJS,Beijing,1667949300,1667955600,105,189,9,SELLING,1256
CA1526,TAO,Qingdao,BJS,Beijing,1667951700,1667957100,90,240,9,SELLING,1116
CA4735,TAO,Qingdao,BJS,Beijing,1667999100,1668004800,95,189,9,SELLING,1256
CA1576,TAO,Qingdao,BJS,Beijing,1667969700,1667975400,95,240,9,SELLING,1375
MU6966,TAO,Qingdao,BJS,Beijing,1668006300,1668011700,90,220,10,SELLING,540
SC4651,TAO,Qingdao,BJS,Beijing,1667949300,1667955600,105,189,9,SELLING,975
SC4657,TAO,Qingdao,BJS,Beijing,1667999100,1668004800,95,189,9,SELLING,858
CA4841,TAO,Qingdao,CKG,Chongqing,1668003000,1668014100,185,189,9,SELLING,1181
CA4829,TAO,Qingdao,CKG,Chongqing,1667946600,1667958000,190,189,9,SELLING,1181
SC4831,TAO,Qingdao,CKG,Chongqing,1667946600,1667958000,190,189,9,SELLING,651
SC4841,TAO,Qingdao,CKG,Chongqing,1667999400,1668011400,200,189,9,SELLING,629
SC4837,TAO,Qingdao,CKG,Chongqing,1667977800,1667990100,205,189,3,SELLING,710
SC4835,TAO,Qingdao,CKG,Chongqing,1667970600,1667980800,170,189,9,SELLING,821
SC4833,TAO,Qingdao,CKG,Chongqing,1667955000,1667966100,185,189,3,SELLING,710
SC4843,TAO,Qingdao,CKG,Chongqing,1668003000,1668014100,185,189,9,SELLING,607
MU5253,TAO,Qingdao,CKG,Chongqing,1667991000,1668003300,205,189,8,SELLING,692
MU5366,TAO,Qingdao,CKG,Chongqing,1667986200,1668003600,290,180,9,SELLING,791
3U8152,TAO,Qingdao,CKG,Chongqing,1667998800,1668009300,175,134,9,SELLING,656
OQ2334,TAO,Qingdao,CKG,Chongqing,1668001500,1668013200,195,180,9,SELLING,656
CZ2834,TAO,Qingdao,CKG,Chongqing,1668001500,1668013200,195,180,9,SELLING,997
CZ9428,TAO,Qingdao,CKG,Chongqing,1667998800,1668009300,175,134,9,SELLING,1397
CA4512,TAO,Qingdao,CTU,Chengdu,1667961900,1667973300,190,195,9,SELLING,1051
CA4843,TAO,Qingdao,CTU,Chengdu,1667951400,1667962500,185,189,9,SELLING,1364
CA4845,TAO,Qingdao,CTU,Chengdu,1667979900,1667991300,190,189,9,SELLING,1364
3U6926,TAO,Qingdao,CTU,Chengdu,1667996400,1668006900,175,180,9,SELLING,710
3U8936,TAO,Qingdao,CTU,Chengdu,1667991600,1668003000,190,220,7,SELLING,975
HO5465,TAO,Qingdao,CTU,Chengdu,1667991300,1668002700,190,180,9,SELLING,1159
SC4851,TAO,Qingdao,CTU,Chengdu,1667979900,1667991300,190,189,3,SELLING,710
SC4849,TAO,Qingdao,CTU,Chengdu,1667951400,1667962500,185,189,9,SELLING,748
CZ9893,TAO,Qingdao,CTU,Chengdu,1667948400,1667966100,295,180,9,SELLING,1527
CZ9648,TAO,Qingdao,CTU,Chengdu,1667991600,1668003000,190,220,9,SELLING,1732
CZ2183,TAO,Qingdao,CTU,Chengdu,1667991900,1668002700,180,180,9,SELLING,1527
CZ9336,TAO,Qingdao,CTU,Chengdu,1667996400,1668006900,175,180,9,SELLING,1732
MU6117,TAO,Qingdao,CTU,Chengdu,1667954100,1667964900,180,189,10,SELLING,746
MU6386,TAO,Qingdao,CTU,Chengdu,1667991300,1668002700,190,180,9,SELLING,737
QW9879,TAO,Qingdao,CTU,Chengdu,1667948400,1667966100,295,180,9,SELLING,834
QW9771,TAO,Qingdao,CTU,Chengdu,1667991900,1668002700,180,180,9,SELLING,640
SC4691,TAO,Qingdao,KMG,Kunming,1667947500,1667968500,350,189,9,SELLING,811
SC4827,TAO,Qingdao,KMG,Kunming,1667988000,1668010500,375,189,9,SELLING,811
A67108,TAO,Qingdao,KMG,Kunming,1667999700,1668012900,220,180,9,SELLING,813
8L9870,TAO,Qingdao,KMG,Kunming,1667992500,1668012900,340,119,9,SELLING,726
CA4757,TAO,Qingdao,KMG,Kunming,1667947500,1667968500,350,189,9,SELLING,1592
CA4825,TAO,Qingdao,KMG,Kunming,1667988000,1668010500,375,189,9,SELLING,1592
MU5685,TAO,Qingdao,KMG,Kunming,1667954700,1667968500,230,180,9,SELLING,1051
MU9889,TAO,Qingdao,KMG,Kunming,1667968200,1667988300,335,189,9,SELLING,1051
MU9686,TAO,Qingdao,KMG,Kunming,1667974500,1667987700,220,140,9,SELLING,1051
ZH5126,TAO,Qingdao,NKG,Nanjing,1667973600,1667978700,85,220,9,SELLING,780
CA4757,TAO,Qingdao,NKG,Nanjing,1667947500,1667953200,95,189,9,SELLING,759
CA4813,TAO,Qingdao,NKG,Nanjing,1667972100,1667976900,80,189,9,SELLING,759
CA4761,TAO,Qingdao,NKG,Nanjing,1667995200,1668000300,85,189,9,SELLING,759
CA4759,TAO,Qingdao,NKG,Nanjing,1667982900,1667987700,80,189,9,SELLING,759
SC4691,TAO,Qingdao,NKG,Nanjing,1667947500,1667953200,95,189,9,SELLING,434
SC4697,TAO,Qingdao,NKG,Nanjing,1667995200,1668000300,85,189,9,SELLING,477
SC4695,TAO,Qingdao,NKG,Nanjing,1667982900,1667987700,80,189,9,SELLING,423
SC4783,TAO,Qingdao,NKG,Nanjing,1667972100,1667976900,80,189,9,SELLING,434
HO1798,TAO,Qingdao,NKG,Nanjing,1667973600,1667978700,85,220,9,SELLING,368
MU2924,TAO,Qingdao,NKG,Nanjing,1667961000,1667965800,80,180,9,SELLING,434
MU6413,TAO,Qingdao,NKG,Nanjing,1667970900,1667976000,85,180,9,SELLING,371
MU9774,TAO,Qingdao,NKG,Nanjing,1667984100,1667989500,90,134,9,SELLING,434
CZ1794,TAO,Qingdao,NKG,Nanjing,1667973600,1667978700,85,220,9,SELLING,1105
MU8367,TAO,Qingdao,SHA,Shanghai,1667962200,1667968800,110,100,9,SELLING,1084
MU5679,TAO,Qingdao,SHA,Shanghai,1667993700,1667999100,90,189,9,SELLING,602
MU5590,TAO,Qingdao,SHA,Shanghai,1667999100,1668004800,95,180,9,SELLING,556
MU5530,TAO,Qingdao,SHA,Shanghai,1667988900,1667995500,110,244,9,SELLING,1065
MU5520,TAO,Qingdao,SHA,Shanghai,1667977200,1667982900,95,244,9,SELLING,1065
MU5564,TAO,Qingdao,SHA,Shanghai,1667970900,1667976600,95,189,9,SELLING,885
MU5512,TAO,Qingdao,SHA,Shanghai,1667949600,1667955300,95,180,9,SELLING,650
MU5524,TAO,Qingdao,SHA,Shanghai,1667985300,1667991000,95,244,9,SELLING,1065
MU5514,TAO,Qingdao,SHA,Shanghai,1667952600,1667959200,110,244,9,SELLING,885
MU5516,TAO,Qingdao,SHA,Shanghai,1667950500,1667956500,100,189,9,SELLING,845
MU5518,TAO,Qingdao,SHA,Shanghai,1667965200,1667971200,100,244,9,SELLING,1065
MU8580,TAO,Qingdao,SHA,Shanghai,1667981100,1667986800,95,148,9,SELLING,1084
HO5445,TAO,Qingdao,SHA,Shanghai,1667949600,1667955300,95,180,9,SELLING,1072
HO5447,TAO,Qingdao,SHA,Shanghai,1667999100,1668004800,95,180,9,SELLING,1072
HO5453,TAO,Qingdao,SHA,Shanghai,1667965200,1667971200,100,244,9,SELLING,1386
HO5441,TAO,Qingdao,SHA,Shanghai,1667970900,1667976600,95,189,9,SELLING,1072
HO1076,TAO,Qingdao,SHA,Shanghai,1668002400,1668008400,100,240,9,SELLING,729
HO1196,TAO,Qingdao,SHA,Shanghai,1668005700,1668011700,100,195,9,SELLING,330
QW9777,TAO,Qingdao,SHA,Shanghai,1667996700,1668002400,95,179,9,SELLING,510
CZ2187,TAO,Qingdao,SHA,Shanghai,1667996700,1668002400,95,179,9,SELLING,888
CZ6225,TAO,Qingdao,SHA,Shanghai,1667985300,1667991000,95,180,9,SELLING,791
ZH5066,TAO,Qingdao,SHA,Shanghai,1668005700,1668011700,100,195,9,SELLING,878
FM9234,TAO,Qingdao,SHA,Shanghai,1667962200,1667968800,110,100,9,SELLING,1065
FM9230,TAO,Qingdao,SHA,Shanghai,1667981100,1667986800,95,148,9,SELLING,1065
SC4601,TAO,Qingdao,SHA,Shanghai,1667953800,1667959500,95,189,9,SELLING,834
SC4603,TAO,Qingdao,SHA,Shanghai,1667997000,1668002700,95,189,9,SELLING,477
SC4663,TAO,Qingdao,SHA,Shanghai,1667964600,1667970600,100,189,9,SELLING,1064
SC4661,TAO,Qingdao,SHA,Shanghai,1667950200,1667956200,100,189,9,SELLING,814
SC4659,TAO,Qingdao,SHA,Shanghai,1667979000,1667985000,100,189,9,SELLING,1064
SC4669,TAO,Qingdao,SHA,Shanghai,1667971800,1667978100,105,189,9,SELLING,1064
SC4667,TAO,Qingdao,SHA,Shanghai,1667982600,1667989200,110,189,9,SELLING,1064
CA4743,TAO,Qingdao,SHA,Shanghai,1667982600,1667989200,110,189,9,SELLING,1180
CA4745,TAO,Qingdao,SHA,Shanghai,1667971800,1667978100,105,189,9,SELLING,1180
CA4741,TAO,Qingdao,SHA,Shanghai,1667964600,1667970600,100,189,9,SELLING,1180
CA4739,TAO,Qingdao,SHA,Shanghai,1667950200,1667956200,100,189,9,SELLING,1083
CA4729,TAO,Qingdao,SHA,Shanghai,1667997000,1668002700,95,189,9,SELLING,1083
CA4737,TAO,Qingdao,SHA,Shanghai,1667979000,1667985000,100,189,9,SELLING,1180
CA4727,TAO,Qingdao,SHA,Shanghai,1667953800,1667959500,95,189,9,SELLING,1083
HU7664,TAO,Qingdao,WUH,Wuhan,1667973000,1667982000,150,189,9,SELLING,456
MU5583,TAO,Qingdao,WUH,Wuhan,1667974800,1667983500,145,189,9,SELLING,445
MU2518,TAO,Qingdao,WUH,Wuhan,1667977800,1667986200,140,149,9,SELLING,467
CZ8744,TAO,Qingdao,WUH,Wuhan,1668003300,1668011400,135,164,9,SELLING,932
8L9870,TAO,Qingdao,WUH,Wuhan,1667992500,1668001200,145,119,9,SELLING,467
CA8238,TAO,Qingdao,WUH,Wuhan,1667962500,1667970900,140,180,9,SELLING,575
CA4849,TAO,Qingdao,WUH,Wuhan,1667946600,1667955000,140,189,9,SELLING,856
CA4851,TAO,Qingdao,WUH,Wuhan,1667990400,1667998800,140,189,9,SELLING,856
SC4867,TAO,Qingdao,WUH,Wuhan,1667990400,1667998800,140,189,9,SELLING,445
SC4861,TAO,Qingdao,WUH,Wuhan,1667946600,1667955000,140,189,9,SELLING,510
CA4817,TAO,Qingdao,XMN,Amoy,1667989800,1668005100,255,189,9,SELLING,1105
CA4811,TAO,Qingdao,XMN,Amoy,1667947500,1667958000,175,189,9,SELLING,1105
CA4813,TAO,Qingdao,XMN,Amoy,1667972100,1667987400,255,189,9,SELLING,1105
CA4815,TAO,Qingdao,XMN,Amoy,1667981700,1667991300,160,189,9,SELLING,1105
JD5631,TAO,Qingdao,XMN,Amoy,1667953200,1667968800,260,144,9,SELLING,878
GJ5354,TAO,Qingdao,XMN,Amoy,1667989500,1668000300,180,189,9,SELLING,1126
GJ5746,TAO,Qingdao,XMN,Amoy,1667952600,1667961900,155,189,9,SELLING,1126
GJ5330,TAO,Qingdao,XMN,Amoy,1667999400,1668009000,160,189,9,SELLING,1126
MF8082,TAO,Qingdao,XMN,Amoy,1667989500,1668000300,180,189,9,SELLING,1051
MF8056,TAO,Qingdao,XMN,Amoy,1667999400,1668009000,160,189,6,SELLING,845
MF8528,TAO,Qingdao,XMN,Amoy,1667952600,1667961900,155,189,9,SELLING,943
CZ4054,TAO,Qingdao,XMN,Amoy,1667989500,1668000300,180,189,9,SELLING,1397
CZ4030,TAO,Qingdao,XMN,Amoy,1667999400,1668009000,160,189,9,SELLING,1397
SC4787,TAO,Qingdao,XMN,Amoy,1667989800,1668005100,255,189,9,SELLING,953
SC4785,TAO,Qingdao,XMN,Amoy,1667981700,1667991300,160,189,9,SELLING,1085
SC4783,TAO,Qingdao,XMN,Amoy,1667972100,1667987400,255,189,9,SELLING,953
SC4781,TAO,Qingdao,XMN,Amoy,1667947500,1667958000,175,189,9,SELLING,819
CZ8670,WUH,Wuhan,BJS,Beijing,1667962500,1667970900,140,220,9,SELLING,1354
CZ6605,WUH,Wuhan,BJS,Beijing,1668003000,1668010500,125,189,9,SELLING,1354
CZ3137,WUH,Wuhan,BJS,Beijing,1667966400,1667973900,125,189,9,SELLING,1354
CZ6585,WUH,Wuhan,BJS,Beijing,1667988000,1667996100,135,189,9,SELLING,1354
CZ8863,WUH,Wuhan,BJS,Beijing,1667975400,1667982900,125,189,9,SELLING,1354
CZ3117,WUH,Wuhan,BJS,Beijing,1667952000,1667959500,125,164,9,SELLING,1354
CZ3139,WUH,Wuhan,BJS,Beijing,1667980800,1667988300,125,189,9,SELLING,1354
MU2451,WUH,Wuhan,BJS,Beijing,1667955300,1667962200,115,149,9,SELLING,510
MU2499,WUH,Wuhan,BJS,Beijing,1667994600,1668002400,130,149,10,SELLING,702
MU2455,WUH,Wuhan,BJS,Beijing,1667987400,1667995200,130,149,9,SELLING,564
MU2453,WUH,Wuhan,BJS,Beijing,1667971500,1667987700,270,149,9,SELLING,2013
CA8201,WUH,Wuhan,BJS,Beijing,1667951400,1667958900,125,180,9,SELLING,542
CA8213,WUH,Wuhan,BJS,Beijing,1667997000,1668004500,125,180,9,SELLING,726
CA8211,WUH,Wuhan,BJS,Beijing,1667991600,1667998500,115,180,9,SELLING,834
CA8209,WUH,Wuhan,BJS,Beijing,1667982600,1667990100,125,180,9,SELLING,1051
CA8207,WUH,Wuhan,BJS,Beijing,1667975400,1667983200,130,412,9,SELLING,1051
CA8205,WUH,Wuhan,BJS,Beijing,1667968200,1667975700,125,180,9,SELLING,834
CA8203,WUH,Wuhan,BJS,Beijing,1667961000,1667968500,125,180,9,SELLING,834
CA8215,WUH,Wuhan,BJS,Beijing,1668000600,1668008100,125,189,9,SELLING,542
CA8229,WUH,Wuhan,BJS,Beijing,1667950800,1667966100,255,180,2,SELLING,1981
MU2539,WUH,Wuhan,CKG,Chongqing,1667974500,1667981100,110,149,10,SELLING,433
CZ3643,WUH,Wuhan,CKG,Chongqing,1667993400,1668000000,110,164,9,SELLING,1040
CZ6285,WUH,Wuhan,CKG,Chongqing,1667970900,1667977200,105,188,9,SELLING,1040
CZ6175,WUH,Wuhan,CKG,Chongqing,1667952000,1667958000,100,188,9,SELLING,1040
